festivalId,festival_title,festival_desc,festival_image,festival_region,festival_place,festival_price,festival_cost,festival_period,festival_start,festival_end
65,제9회 나노융합 산업전(NANOPIA 2022),"대한민국 나노산업의 새로운 탄생 The Reborn of Korea Nano Industry대한민국 나노융합산업의 현주소를 만날 수 있는 제9회 나노융합산업전은 기업 및 국민 참여형 행사로 진행된다.밀양아리랑아트센터에서 양일간 진행되는 축제에는 중소 중견기업 대상으로 실질적인 비즈니스의 장을 마련하여 기업 역량 강화 및 대외 경쟁력 강화를 위한 기반을 마련하는 교류의 장이 열린다.제9회 나노융합산업전은 국내외 나노융합산업계의 신기술 및 산업 동향 공유를 통한 나노융합산업의 트렌드 및 전략 공유의 장이 될 예정이다.축제 당일 밀양아리랑아트센터 대공연장에서는 밀양문화관광재단과 연계하여 다양한 볼거리를 제공하고, 스토어팜 존 및 다채로운 전시와 체험을 진행한다.※ 11월 3일에 예정되어 있던 공연은 취소되었습니다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667179635628.jpg,경상남도 밀양시,밀양아리랑아트센터,무료,무료,2022. 11. 3. ~ 4.,2022-11-03,2022-11-04
66,제4회 경기마을미디어축제,"※ 해당 축제는 축소 개최로 전환됩니다. 공모전 수상자 발표와 세미나 및 강연 프로그램만 녹화 진행되며 녹화 영상은 추후 경기마을미디어 유튜브 채널에 업로드 됩니다. 2022년 11월 4일 금요일에 진행되는 제4회 경기마을미디어축제는 2년 만에 오프라인으로 개최된다. 장소는 경기도 광명 아이벡스 스튜디오 5층 하이퍼홀에서 진행된다.사전행사로는 마을미디어 제작자의 해설과 함께하는 콘텐츠를 감상할 수 있고, 본 행사에서는 경기마을미디어 공모전을 참여한 우수활동가, 신인활동가, 우수 콘텐츠 부문 시상이 진행된다.현장의 참석자들이 함께 할 수 있는 실시간 이벤트도 진행 예정이다. 제4회 경기마을미디어축제는 경기마을미디어축제 유튜브 채널을 통해서 누구나 라이브로 시청할 수 있다.경기도 마을미디어 활동가들의 활동성과를 공유하고 마을미디어 활성화를 도모하는 마을미디어 관계자 모두의 축제이다.경기마을 미디어측제에서는 우리 마을의 이야기를 나눌 수 있고, 우리 이웃의 이야기를 전한다.부천, 고양, 군포, 성남, 수원, 의정부, 화성 7개 마을의 살아있는 이야기로 소통하는 경기마을 미디어 축제에 당신을 초대한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666587836780.jpg,경기도 남양주시,광명 AK플라자 5층 아이벡스 스튜디오,무료,무료,2022. 11. 4. / 13:00~18:30,2022-11-04,2022-11-04
67,코리아드라마페스티벌,"한류라는 단어가 본격적으로 세(勢)를 얻기 시작한지 어느덧 18년이 지났다. 강산이 변한다는 시간동안 한류는 꾸준히 변화의 흐름을 만들어 왔다.드라마, 영화, 음반, 뮤지컬에 이르기까지 한류에 의해 파생된 문화 컨텐츠 수출은 매년 증가되고 있다.따라서 한류의 부가가치를 높이기 위한 장기전략 차원에서 드라마를 컨텐츠로 한 코리아 드라마 페스티벌은 이제 천년의 멋과 여유가 살아 숨쉬는 역사와 전통의 고장 진주에서 신新 한류문화의 불빛을 밝힌다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1638149485560.JPG,경상남도 진주시,"경남문화예술회관, 장대동 남강둔치 일원, 경상국립대학교",무료,무료,2022. 10. 8. ~ 11. 3.,2022-10-08,2022-11-03
68,서울뷰티먼스,"서울뷰티먼스는 ""산업에서 여행까지""를 테마로 10월 한 달간 뷰티·패션·디자인 등 서울의 대표 감성산업 행사들을 연계 개최하고, 명소·숙박·맛집·한류·웰니스 등을 융합하여 서울만의 매력적이고 차별화된 콘텐츠를 제공하는 도시축제이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664850418204.jpg,서울시 중구,서울전역(서울특별시),행사별 상이,무료,2022. 9. 30. ~ 11. 2.,2022-09-30,2022-11-02
69,2022 한우대전: 한우 숯불구이 축제,"일두백미, 100가지 맛이 존재하는 한우고기우리 조상들은 한우 한 마리에서 100가지 맛이 나온다고 하여 한우를 일두백미라 하였다.비싼가격, 소비위축으로 인한 충청지역 축산농가의 어려움 해소한우는 뛰어난 맛과 좋은 효능에도 다른 고기에 비해 비싼 가격으로 인하여 한우 소비를 망설이는 소비자와, 한우 소비가 줄어 힘든 충청지역 축산농가가 모두 만족할 수 있는 한우 소비방안에 대한 고민을 하였고, 한우의 차별된 우수성을 인지하고 부위별 특성, 용도를 고려하여 보다 다양하고 건강한 한우의 맛을 즐기기 위해 2022 한우대전 한우숯불구이 축제가 탄생하였다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666314130818.jpg,대전시 중구,서대전시민광장(서대전시민공원),"부분 유료(한우숯불구이체험을 위한 상차림식당 이용료는 1인 당 5,000원)",유료,2022. 10. 26. ~ 11. 1. / 10:00~22:00,2022-10-26,2022-11-01
70,"2022 석촌호수의 가을과 겨울, 그리고 루미나리에","석촌호수의 동 서호 일대에서 빛의 호수, 마음과 마음을 잇다 라는 주제로 석촌호수의 가을과 겨울, 그리고 루미나리에 축제가 개최된다.다양한 경관조명, 빛조형물, 포토존을 설치하여 빛의 향연을 펼칠 이번 축제는 송파의 빛. 설렘의 빛, 행복의 빛, 희망의 빛의 4가지 테마로 구성된다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667176203696.jpg,서울시 송파구,석촌호수 동서호 일원,무료,무료,2022. 10. 28. ~ 31.,2022-10-28,2022-10-31
71,러버덕 프로젝트 서울 2022,"플로렌타인 호프만의 국내 두 번째 러버덕 프로젝트이다.롯데월드타워,몰 내부에는 세계 최초의 핼러윈 러버덕 디자인의 포토존이 설치되어 있다.석촌호수 내 18m의 대형 러버덕 전시와 함께 팝업스토어가 운영된다. 이외에도 스탬프랠리를 통한 경품 증정 및 구매고객 대상 러버덕 스티커 증정, SNS 인증샷 이벤트 등 다채로운 행사가 함께 진행된다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665981187361.jpg,서울시 송파구,석촌호수 동호,무료,무료,2022. 9. 30. ~ 10. 31.,2022-09-30,2022-10-31
72,2022 성북 책모꼬지(Book Festival),성북 책모꼬지(Book Festival)은 온/오프라인으로 동시 진행되는 성북구립도서관의 대표 책축제이다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665019416879.jpg,서울시 성북구,성북구립도서관,무료,무료,2022. 10. 4. ~ 31.,2022-10-04,2022-10-31
73,한국 웰니스관광 페스타,"여행! 힐링이 되다.쉼 , 멈 춤 , 비 움 , 힐 링 , 위 로 , 재 충 전 . . .나를 위로하고, 나를 치유하며, 나의 행복을 새롭게 발견할 수 있도록.추천 웰니스 관광지 58선이 만반의 준비를 갖추고 여러분을 기다리고 있다.한국 웰니스관광 페스타의 목적은 관광이 단지 보고 먹고 하는 것만이 아니라지치고 상처 입은 몸과 마음을 치유하고 심신의 건강을 증진시키는 새로운 관광 개념인 웰니스 관광을 국민들에게 알리고 웰니스 관광을 활성화하기 위함이다.아울러 이번 페스타를 통해 많은 국민 여러분들께서 관심 가져 주시고, 또 이번 기회를 통해서 모두가 마음의 건강을 치유할 수 있는 계기가 되었으면 하는 바람이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664932257984.jpg,전라남도 순천시,순천만 국가정원 외 프로그램별 상이,프로그램별 상이,무료,2022. 10. 1. ~ 31.,2022-10-01,2022-10-31
74,가산수피아 플라워 페스티발,"핑크뮬리와 댑싸리 명소로 자리잡은 칠곡 가산수피아에서 열리는 플라워 페스티발이다.사계절 내내 아름다운 가산수피아지만 아름다운 핑크뮬리가 만개하는 가을의 가산수피아는 단연 으뜸이다.싱그러운 자연 속 핑크빛 플라워, 향기로운 허브정원을 체험하며 가슴 따뜻한 추억을 만들 수 있다.힐링 체험 뿐만 아니라 문화, 예술이 공존하는 특별한 건축물 관람과 자연 속 조성된 산책로 등 결이 살아 있는 가산수피아 축제에서 올 가을 가족 나들이를 추천한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664932206033.jpg,경상북도 칠곡군,가산수피아,"유료 1인 6,000원 (정가 1인 8,000원)",유료,2022. 10. 1. ~ 31. / 10:00~18:00,2022-10-01,2022-10-31
75,제25회 포천산정호수명성산 억새꽃축제,"2022 경기관광 대표축제제25회 포천 산정호수 명성산 억새꽃축제""억새 속 쉼과 치유가 있는 친환경 생태문화예술 융합축제"" 억새, 산정호수, 명성산 등 포천시의 관광 자원과 함께 지역 특화 문화예술 콘텐츠를 결합한 차별화 된 축제의 장이 펼쳐진다.생태문화예술 융합축제로, 축제 참여자를 대상으로 플로깅, 1회용품 줄이기 등 캠페인을 진행하며, 다양한 체험프로그램을 즐기실 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664414841223.jpg,경기도 포천시,산정호수 명성산 일원,"무료, 공연관람 및 체험비 무료, 주차요금 경차 1,000원 / 소형 2,000원 / 중형 5,000원 / 대형 10,000원 (포천시민무료)",무료,2022. 10. 9. ~ 31.,2022-10-09,2022-10-31
76,허브아일랜드 향기샤워축제,"더위를 잊게 해줄 안개 미스트에는 천연 허브 에센셜 오일이 들어가 있어 몸과 마음을 시원하게 정화해 준다.허브아일랜드 대표 여름 축제, 향기샤워축제에서 무더위를 싹 날려보자.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1658106205152.jpg,경기도 포천시,허브아일랜드,"일반: 9,000원 / 어린이(37개월~중학생): 7,000원 / 우대(장애인, 노인, 국가유공자, 단체(20인)): 7,000원",유료,2022. 7. 20. ~ 10. 31. / 10:00~22:00,2022-07-20,2022-10-31
77,2022 영등포 관광 세일 페스타,"봄꽃도시 영등포에서 2022 영등포 관광 세일 페스타가 4월부터 10월까지 온라인으로 개최된다.온라인으로 음식점 예약/주문/결제 시, 최대 50% 할인(최대 할인금액 10,000원)이 적용되며 영등포를 방문하는 국내외 관광객들에게 쿠폰 이벤트를 제공한다. 영등포 내 관광지와 관련한 정보들도 제공하고 있으니 많은 참여 바란다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1650499965543.jpg,서울시 영등포구,서울시 영등포구,무료,무료,2022. 4. 1. ~ 10. 31.,2022-04-01,2022-10-31
78,고창 핑크뮬리 축제,고창 핑크 뮬리 축제는 식물 및 정원 관광 콘텐츠를 발굴하여 정원 관광을 활성화하고 방문객들의 관광소비가 지역에 골고루 흡수되며 소멸해가는 지역을 살리는 방향으로 재투자되기를 희망하며 조용한 정원 축제를 진행한다. 특히 올가을 코로나19로 위축된 지역 관광업계도 살리고 안전한 로컬 여행을 계획해 보자.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1629683720658.jpg,전라북도 고창군,꽃객프로젝트 팜정원 내,"5,000원/인 (36개월 미만 무료)",유료,2022. 9. 15. ~ 10. 31. / 09:00~18:00,2022-09-15,2022-10-31
79,공주 미래기억 페스타 ‘웰컴투 신관동’,"백제의 고도라는 역사성을 잠시 내려놓고 오롯이 젊은이의 콘셉트에 맞는 그동안 공주에서는 해보지 못한 다양한 볼거리를 제공한다. 29일에는 대학로 거리 일원에서 마임과 서커스, 버스킹, 댄스 공연 등 할로윈 콘셉트에 맞춘 풍성한 프로그램이 펼쳐진다. 30일에는 DJ G-Park(개그맨 박명수)가 디제잉하는 신나는 EDM 파티 ‘박명수야 놀자’가 저녁 6시부터 진행된다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667179069296.jpg,충청남도 공주시,신관동 공주 대학로 일대,무료,무료,2022. 10. 29. ~ 30.,2022-10-29,2022-10-30
80,제6회 부산웹툰페스티벌,"한 편의 웹툰 작품처럼 ""기-승-전-결""의 스토리가 있는 컨셉을 중심으로 행사를 구성하여, 이야기가 있는 부산만의 웹툰 축제를 개최하는 것이다",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666743459031.jpg,부산시 부산진구,KT&G 상상마당 부산,무료,무료,2022. 10. 27. ~ 30. / 10:00 ~ 18:00,2022-10-27,2022-10-30
81,UE14 제14회 언리미티드 에디션 - 서울아트북페어 2022,"언리미티드 에디션은 2009년 1회를 시작으로 매해 한 차례씩 열려 온 독립출판, 아트북의 축제이다. 그때그때 시기와 장소, 방식을 달리 하며 그해 어떤 제작자, 예술가들이 작은 규모의 서적을 매개로 활동하고 있는지, 올해 어떤 작업을 발표했는지 확인하고 조망할 수 있다.2020년의 UE@Home은 코로나19 팬데믹으로 인해 온라인 전용으로 열렸다. 2021년의 UE100에서는 단 100종의 책을 온라인, 오프라인 전시의 형식으로 소개했다. 그리고 다시 돌아온 일상 속에서 3년만에 본래의 형태로 열린다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666585974661.jpg,서울시 노원구,서울시립 북서울미술관,무료 입장,무료,2022. 10. 28. ~ 30.,2022-10-28,2022-10-30
82,유니브엑스포부산 : 청춘페스티벌,"유니브엑스포는 대학생들이 주체가 되어 직접 만들어가는 대학생의, 대학생에 의한, 대학생을 위한 국내 최초, 최대 규모의 대학생활 청춘페스티벌이다. 취업, 대외활동, 컨설팅, 동아리, 이벤트, 공연 등의 대학생활과 관련된 콘텐츠들을 한 곳에 모아 놓은 대학생활 플랫폼이자 정보공유의 장이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666578542357.jpg,부산시 부산진구,서면 놀이마루,무료,무료,2022. 10. 29. ~ 30. / 10:00 - 20:00,2022-10-29,2022-10-30
83,제14회 제주옹기굴제,옹기 일이 한창이던 시절 여럿이 함께 계를 조직하여 굴(가마)을 만들고 협업으로 옹기를 생산해 내는 공동작업 방식을 형성하였는데 이를 굴제(굴계)라고 하였다. 이는 제주의 지역적 특성이 잘 드러난 공동체 문화의 바탕을 이룬다. 따라서 제주옹기를 통한 전통의 새로운 가치 창조와 상생을 목적으로 노랑굴 큰 불때기를 중심으로 제주옹기굴제를 축제화하여 제주사람들의 삶의 근본인 공동체 문화를 체험하고 함께 공유하고자 한다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666313528275.jpg,제주도 서귀포시,제주옹기박물관,무료,무료,2022. 10. 27. ~ 30. / 10:00 ~ 17:00,2022-10-27,2022-10-30
84,2022 연천국화전시회,"탁트인 공간에 수십만송이와 함께 하는 국화전시회인 ""연천국화전시회""는 아름다운 꽃향기를 만끽할 수 있다. 또한 한반도, 연천 급수탑, 소원탑등 국화조형물과 조화로운 전시회가 열린다. 가족, 친구, 연인과 함께 국화꽃길을 걸으면서 사진 맛집을 직접 경험해보자.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666313189607.jpg,경기도 연천군,경기도 연천군 전곡읍 전곡리 286번지 전곡리 선사유적지,무료,무료,2022. 10. 7. ~ 30.,2022-10-07,2022-10-30
85,제14회 사천시농업한마당축제,"제14회 농업한마당축제는 오는 10월 28일부터 30일까지 3일간 사천시청 노을광장 일원에서 개최된다. 지역 특산품으로써 우수 농축산물을 홍보할 수 있는 기회를 마련하고 다채로운 전시, 판매, 시음·시식, 체험행사를 진행하며, 행사장을 찾는 시민들과 관광객들에게 다양한 먹거리, 볼거리, 살거리, 체험거리, 즐길거리 등을 제공하며, 추수감사제례, 불꽃놀이, 농업인 트롯가요제, 어린이 연날리기 대회, 축산사랑 어린이 그림그리기 대회, 윷놀이 대회 등 전 세대가 즐기고 공감할 수 있는 축제의 장이 펼쳐진다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665981058830.jpg,경상남도 사천시,사천시청 노을광장,무료,무료,2022. 10. 28 .~ 30. / 09:00~21:00,2022-10-28,2022-10-30
86,시흥거북썸축제,"10월의 마지막 주말 거북섬으로 초대한다.거북 섬 축제 10월 29일부터 30일까지 2일간 시흥 거북 섬 웨이브 파크 광장 일원에서 열린다.버블쇼, 매직쇼 등 아이들과 함께 즐길 거리를 제공한다.웨이브 파크에서 즐기는 만 원의 행복(카약 및 sup 체험)",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665980982676.jpg,경기도 시흥시,웨이브파크 광장 일원,"무료 (거북이마켓 및 체험료 일부 유료, 평균 2,000원)/ 웨이브 파크 레저 스포츠 체험료(카약, sup/인당 1만원)",무료,2022. 10. 29. ~ 30. / 10:00~20:30,2022-10-29,2022-10-30
87,의령 리치리치 페스티벌(의령 부자축제),"솥바위 전설을 콘텐츠로 하는 유일무이한 부자 기운 테마의 축제 개최로 축제를 통해 인생 전환의 계기가 되고 의령만의 친환경 무대 조성으로 새로운 볼거리 제공 및 힐링 명소를 선사한다. 또한 축제장 뿐만 아니라 군 전체를 무대로 조성하여 의령을 구석구석 알리고 관광객에 다양한 볼거리를 제공한다.* 솥바위 전설: 8km 이내에는 부귀가 끊이지 않는다는 전설로 실제로 반경 8km 이내에 삼성, LG, 효성, 삼영화학과 같은 굴지의 재벌 창시자가 태어나며 전설이 현실이 되었음",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665980932575.jpg,경상남도 의령군,"의령읍 서동생활공원, 솥바위 등 의령군 일원",무료,무료,2022. 10. 28. ~ 10. 30. / 10:00~22:00 * 야간프로그램에 따라 상이하게 운영,2022-10-28,2022-10-30
88,2022 양양 연어축제,"강원도 양양군 남대천을 거슬러 오르는 연어를 주제로 열리는 생태관광 축제로, 1996년 11월 중순 양양군 남대천에서 최초로 연어낚시대회를 개최한 이후 1997년부터 양양군에서 개최되는 축제이다.물살을 거슬러 오르는 연어와 함께 흥겹고 행복한 볼거리가 가득하고, 산과 바다 그리고 하천이 아름답게 어우러진 천혜이 자연환경 도시 양양에서 즐거운 추억을 만들 수 있는 양양군 지역의 대표 축제이다",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665463070936.jpg,강원도 양양군,양양군 남대천 둔치,"무료, 연어 맨손잡기 체험 1인 30,000원",무료,2022. 10. 28. ~ 30. / 11:00 ~ 19:00,2022-10-28,2022-10-30
89,제22회 곡성심청어린이대축제,"심청의 고장 곡성은 지난 2001년부터 ‘효’를 주제로 심청축제를 개최해 왔다.그리고 2021년부터 심청축제가 가족과 어린이들을 위해 ‘심청어린이대축제’로 새롭게 태어났다.코로나19로 지친 가족들에게 특별한 선물이 되어줄 곡성심청어린이대축제!10월, 자연속의 가족마을 곡성을 찾아 우리 아이에게 특별한 하루를 선물하자.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1665103165124.jpg,전라남도 곡성군,곡성 섬진강기차마을,"유료, 섬진강기차마을 입장료에 준함(대인 5,000원, 소인 4,500원)",유료,2022. 10. 27. ~ 30.,2022-10-27,2022-10-30
90,제45회 심훈상록문화제,제45회 심훈상록문화제에 여러분을 초대한다. 심훈상록문화제는 소설 상록수와 시 그날이 오면을 지필한 심훈 작가의 정신을 계승하고자 1977년 제1회 행사를 시작으로 매년 9월~10월 당진시 일원에서 상록문화제가 열리고 있다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1667354701802.png,충청남도 당진시,당진시청 일원,무료,무료,2022. 10. 28. ~ 30.,2022-10-28,2022-10-30
91,제9회 낙동강 세계평화 문화 대축전,"제9회 낙동강 세계평화 문화 대축전은 6.25전쟁의 격전지였던 칠곡군에서 펼쳐지는 지상 최대 규모의 호국평화 축제로서, 10월 28일(금) 개막을 시작으로 10월 30일(일)까지 칠곡보 생태공원 및 왜관 1번도로에서 개최된다. 군 멀티 체험, XR체험, 평화 유원지 등 다양한 체험 프로그램부터 공동 개최되는 제13회 낙동강 지구 전투 전승행사의 문교탑승체험, 군무기 탑승&전시 체험 등을 통해 나라를 지킨 영웅들에 대한 감사와 평화를 만끽할 수 있는 프로그램으로 구성된다. 특히 올해는 기존 칠곡보 생태공원에서 왜관 1번도로까지 축전공간을 확장하여 호국평화의 도시와 인문학의 도시로 브랜딩 된 칠곡의 다채로운 모습을 만날 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664931188206.jpg,경상북도 칠곡군,칠곡보 생태공원 및 왜관 1번도로 일원,무료,무료,2022. 10. 28. ~ 30. / 10:00 ~ 22:00,2022-10-28,2022-10-30
92,김해분청도자기축제,"축제는 개막식과 분청사기 전통을 계승 발전시키기 위한 전통가마 불지피기로 시작되며, 요리와 만난 분청도자기, 나만의 도자기 만들기, 분청도자기의 7가지 기법 체험, 대형 도자기 만들기(기마인물상(3m)), 소원풍선 날리기, 일본도자기춤공연 등 오감 만족 프로그램으로 관람객의 눈과 귀와 입을 사로잡을 예정이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666757356591.jpg,경상남도 김해시,김해분청도자박물관 일원,무료,무료,2022. 10. 21. ~ 30.,2022-10-21,2022-10-30
93,제16회 장수 한우랑 사과랑 축제,"2022년 전라북도 최우수 축제장수군의 대표 농특산물인 한우, 사과, 토마토, 오미자 등 red컬러를  테마로 한 대한민국의 대표 농특산물 축제인 장수한우랑사과랑축제",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664931000168.jpg,전라북도 장수군,장수군 의암공원 및 누리파크 일원,입장료 무료,무료,2022. 10. 27. ~ 30. / 10:00 ~ 21:00,2022-10-27,2022-10-30
94,2022 부산원아시아페스티벌 (BOF 2022),부산을 뜨겁게 달굴 아시아 NO.1 한류축제인 부산원아시아 페스티벌(BOF)이 10월 27일부터 4일동안 개최된다. 부산과 세계의 젊은이들의 목소리와 놀이가 문화가 되는 부산에서 잊지못할 추억을 즐기시기 바란다. 자세한 행사일정 및 프로그램 안내는 공식 누리집을 참고하면 된다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664930589967.jpg,부산시 북구,"부산아시아드경기장, 부산시민공원 등 부산 일원","무료, K-POP콘서트 유료 (그라운드스탠딩 50,000원 / 그라운드석 30,000원 / 지정석 10,000원), 파크콘서트 무료관람",무료,2022. 10. 27. ~ 30.,2022-10-27,2022-10-30
95,2022 전국생활문화축제,"문화체육관광부가 주최, 지역문화진흥원, 강릉문화재단이 공동주관하고, 강릉시가 후원하는 전국생활문화축제가 2022년 10월 28일부터 10월 30일까지 강릉 명주예술마당 및 명주동 일원에서 진행된다. ""일상이:지""라는 슬로건으로 진행되며, 생활문화란 우리에게 일상이고 쉽게 접할 수 있다라는 의미이다. 전국의 생활문화인과 모든 시민이 축제를 통해 함께 교류하며 화합의 장으로 만들고자 한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664930488462.jpg,충청북도 청주시,강릉 명주예술마당 및 강릉 명주동 일원,무료,무료,2022. 10. 28. ~ 30.,2022-10-28,2022-10-30
96,2022 동인천 낭만시장,"번성했던 그때 그 시절, 과거 동인천의 낭만을 지역상권과 함께 재현한 뉴트로(New-tro) 시장 축제.낭만 가득했던 그때 그 시절의 동인천으로 떠나는 추억 여행! 제5회 동인천 낭만시장으로 여러분을 초대한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666313419314.jpg,인천시 동구,동인천역 북광장 일대,무료,무료,2022. 10. 29. ~ 30. / 13:00~21:00,2022-10-29,2022-10-30
97,2022섬진강국제실험예술제(SIEAF),"2022년 섬진강국제실험예술제 ""제월섬 국제자연미술판타지""는  어린이와 같은 순수한 상상력의 회귀와 근원적 심미안을 찾아가는 순수예술축제이다.예술과 자연이 하나되는 아름다움의 신성한 경험은  인간과 자연의 새로운 관계를 만들어갈 것이다. 2022섬진강국제실험예술제""제월섬 국제자연미술판타지""2022. 10. 25(화) - 10. 30(일)곡성군 제월섬 및 섬진강 일대주최_한국실험예술정신(KoPAS)주관_섬진강국제실험예술제 운영위원회, 은빛연구소후원_전라남도, 전남문화재단, 곡성군협력_곡성미래교육재단, 그리곡성협동조합, 지리산국제환경예술제",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664930164261.jpg,전라남도 곡성군,제월섬,무료 / 워크숍(재료비),무료,2022. 10. 25. ~ 30. / 10:00-18:00,2022-10-25,2022-10-30
98,2022 보은 문화재 야행 피반령 도깨비와 함께하는 인산인해 회인야행,"2022 보은 문화재 야행이 오는 10월 28일부터 30일까지 회인 인산객사, 사직단, 동헌내아를 포함한 회인로 일대에서 열린다. 2022 보은 문화재 야행의 부제는 피반령 도깨비와 함께하는 인산인해 회인야행이다. 미션투어와 전기수 버스킹, 전통체험프로그램, 도깨비 야시장 등 다양한 참여형 콘텐츠를 준비하여 즐거움을 더했다. 망궐례 재현, 사직제 재현, 무형문화재와 함께하는 퍼포먼스와 시연, 체험 프로그램, 도깨비 그림자극도 준비되어있다. 회인 다목적회관 앞 광장에서 오토캠핑도 즐길 수 있다. 오토캠핑은 이벤터스 사이트를 통한 사전예약으로 운영된다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1666138771789.jpg,충청북도 보은군,"회인 인산객사, 회인로 일원",무료,무료,2022. 10. 28. ~ 30. / 17:00 ~ 20:00,2022-10-28,2022-10-30
99,2022 D-MEDI FESTA,"대한민국 의료메카 가장 행복한 의료특별시 메디시티대구에서 펼쳐지는 3일 간의 의료관광 축제!D-MEDI WEEK 진료비 할인 주간 (참여 의료기관 외국인 할인 적용), 금 한 돈을 놓고 펼쳐지는 ○△□게임 K-컬쳐 게임의 제왕, 대구의 우수한 의료 인프라를 경험할 수 있는 D-MEDI ZONE 등 다양한 볼거리와 즐길거리, 놀거리가 있는 <2022 D-MEDI FESTA>에 초대한다!",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664929824111.jpg,대구시 중구,2.28기념중앙공원,무료,무료,2022. 10. 28. ~ 30. / 13:00-21:00,2022-10-28,2022-10-30
100,노원달빛산책,"‘2022 노원 달빛 산책’은 10월 14일(금)부터 10월 30일(일)까지 17일간 당현천(약 2km 구간)에서 개최된다. 올해로 3회째를 맞이하는 ‘노원 달빛 산책’은 코로나19의 유행에도 구민들의 공공예술 향유 기회를 단계적으로 향상했고, 노원구의 문화 예술 콘텐츠 브랜드로 자리 잡았다. 코로나19 확산 상황에서도 남녀노소 누구나 안전하게 즐길 수 있는 새로운 야외행사의 패러다임을 제시한 본 행사는 올해도 안전하게 즐길 수 있는 고품격 워크 스루 형 축제로 찾아온다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664929337827.jpg,서울시 노원구,당현천 2km 구간(중계역~상계역 사이),무료,무료,2022. 10. 14. ~ 30.,2022-10-14,2022-10-30
101,제63회 한국민속예술제,"1958년부터 매년 10월 전국 광역 시·도를 순회하며 17개 시·도 및 이북5도의 대표 민속예술이 한자리에 모여 60여년간 경연을 펼쳐 온 한국민속예술제!올해 63회째를 맞이하는 한국민속예술제는 10월 28일(금) ~ 10월 30일(일) 충청남도 공주시 아트센터 고마에서 개최된다.본 행사는 해를 거듭하며 700여개의 민속예술 종목을 발굴하고, 이를 통해 국가무형문화재 44개, 시·도 무형문화재 135종목 지정에 기여했으며 그 중 유네스코 인류무형문화유산에 11종목이 등재되는 성과를 거뒀다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664872737653.jpg,서울시 송파구,아트센터 고마,전석 무료,무료,2022. 10. 28. ~ 30.,2022-10-28,2022-10-30
